"","","Channel","Watch time","Stream time","Peak viewers","Average viewers","Followers","Followers gained","Views gained","Partnered","Mature","Language",""
"https://static-cdn.jtvnw.net/jtv_user_pictures/2080935f-a62b-487b-b195-db6973684b3d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","754","SackziTV","250104390","100455","19097","2489","415494","137612","3604160","true","false","French","SackziTV"
"https://static-cdn.jtvnw.net/jtv_user_pictures/06d61252-f1ab-4bdf-aa14-1708cd786879-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","755","Dekarldent","250100325","80310","12965","3114","67349","-2363","3228408","true","false","German","Dekarldent"
"https://static-cdn.jtvnw.net/jtv_user_pictures/fa771f86-4242-4cf4-b153-f839471dca89-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","756","akaNemsko","249538770","115710","23159","2156","270543","194652","25877606","true","false","English","akaNemsko"
"https://static-cdn.jtvnw.net/jtv_user_pictures/745c4f11-227c-41f3-8595-9944cc4211c8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","757","aircool","249346635","141090","57779","1767","907050","706909","4388533","true","false","English","aircool"
"https://static-cdn.jtvnw.net/jtv_user_pictures/0330d218-64e7-4bd0-be41-dfddd394aff3-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","758","Freneh","248670210","85680","16789","2902","333606","221979","4229198","true","false","Italian","Freneh"
"https://static-cdn.jtvnw.net/jtv_user_pictures/7c99f793-7fcf-49e6-9995-e8be0ccb4f4f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","759","julien","248653110","78495","24806","3167","660755","100309","5802518","true","false","English","julien"
"https://static-cdn.jtvnw.net/jtv_user_pictures/ff8d6f61-0dab-449a-a01a-e9bc955463d7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","760","VELLOSO","248625375","489000","2813","508","101403","50448","3188572","true","false","Portuguese","VELLOSO"
"https://static-cdn.jtvnw.net/jtv_user_pictures/7d16fb4ce0ded445-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","761","FlexZ","248581140","110430","16672","2251","346696","144644","5784834","true","false","Spanish","FlexZ"
"https://static-cdn.jtvnw.net/jtv_user_pictures/d79a29b370bdab50-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","762","AnnieFuchsia","248377770","175020","22167","1419","303848","81703","14004472","true","false","English","AnnieFuchsia"
"https://static-cdn.jtvnw.net/jtv_user_pictures/27bfe643-9197-4689-b9d8-09158c84a961-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","763","btscsgo","247903620","72705","60862","3409","314517","99432","6881310","true","false","English","btscsgo"
"https://static-cdn.jtvnw.net/jtv_user_pictures/051f2eb6-fac4-4921-bf65-b87f2177939c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","764","QTCinderella","247604940","80475","81239","3076","522407","314847","13097718","true","false","English","QTCinderella"
"https://static-cdn.jtvnw.net/jtv_user_pictures/ea30c00f-3247-4045-bcc7-c941a7ea1ac7-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","765","icebergdoto","247316640","46725","13901","5293","273724","77004","8526081","true","false","Russian","icebergdoto"
"https://static-cdn.jtvnw.net/jtv_user_pictures/33aaee2d-750b-4020-94b1-6f2633d86c41-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","766","sacy","247277685","81840","10978","3021","364801","129271","7772362","true","true","Portuguese","sacy"
"https://static-cdn.jtvnw.net/jtv_user_pictures/6dc89798-6995-41d5-931e-0ef5b66f06c0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","767","MSStudio","246682860","109545","6992","2251","27277","13509","3892467","false","true","Russian","MSStudio"
"https://static-cdn.jtvnw.net/jtv_user_pictures/02b15425-926d-48a8-8421-bc7fb664af6f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","768","paulanobre","246465195","154260","10907","1597","525879","203459","11706948","true","false","Portuguese","paulanobre"
"https://static-cdn.jtvnw.net/jtv_user_pictures/b4c1081a-550d-4055-b889-9d984e5b2596-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","769","Rekkles","246164805","11580","61059","21257","980431","292007","11235292","true","false","English","Rekkles"
"https://static-cdn.jtvnw.net/jtv_user_pictures/46a217fe-7486-4f76-89ba-2026b43a7d03-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","770","Ko0416","245366370","201960","4140","1214","114840","4053","9410412","true","true","Chinese","Ko0416"
"https://static-cdn.jtvnw.net/jtv_user_pictures/f1927e40-6561-4af3-970d-4711df08bb52-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","771","재슥짱 (pikra10)","245333220","124860","14259","1964","145433","59096","5701884","true","false","Korean","재슥짱 (pikra10)"
"https://static-cdn.jtvnw.net/jtv_user_pictures/32077614-02cc-4a0e-b79e-3f2dc26d7ace-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","772","_연두부_ (lovelyyeon)","245230695","152550","9966","1607","171036","50818","8146318","true","false","Korean","_연두부_ (lovelyyeon)"
"https://static-cdn.jtvnw.net/jtv_user_pictures/f0cfc5c3-311f-4041-9fc5-44d3cdc96d9b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","773","Beaulo","245120085","50385","54276","4864","976601","305559","4957257","true","false","English","Beaulo"
"https://static-cdn.jtvnw.net/jtv_user_pictures/e42382ca-91c1-49d1-b791-333a01d317ad-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","774","Bidule","245009955","46410","13241","5279","170391","75006","4216819","false","true","French","Bidule"
