"","","Channel","Watch time","Stream time","Peak viewers","Average viewers","Followers","Followers gained","Views gained","Partnered","Mature","Language",""
"https://static-cdn.jtvnw.net/jtv_user_pictures/476ee93d-66a6-4e57-b3a9-db1ceb168ad8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","101","EsfandTV","1279243680","196185","51598","6520","938613","380837","28762437","true","false","English","EsfandTV"
"https://static-cdn.jtvnw.net/jtv_user_pictures/2860bc62-377d-40da-918b-470b2afe08e8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","102","NOBRU","1272685785","78315","293803","16250","3571666","1341896","12808019","true","false","Portuguese","NOBRU"
"https://static-cdn.jtvnw.net/jtv_user_pictures/gronkh-profile_image-76b34139eaa46bb5-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","103","GRONKH","1264059045","69270","52032","18248","1405828","148235","16421245","true","true","German","GRONKH"
"https://static-cdn.jtvnw.net/jtv_user_pictures/saddummy-profile_image-925b92caa01026ae-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","104","서새봄냥 (saddummy)","1262999220","215445","25540","5862","645373","49405","32924264","true","false","Korean","서새봄냥 (saddummy)"
"https://static-cdn.jtvnw.net/jtv_user_pictures/3b6094ef-a538-42c9-ad59-25a0fe719ee2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","105","Solary","1262303775","494805","55973","2551","605144","88927","37390411","true","false","French","Solary"
"https://static-cdn.jtvnw.net/jtv_user_pictures/ewroon-profile_image-13a9eaf00f468486-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","106","EWROON","1259894430","106740","34314","11803","796359","206623","28117051","true","false","Polish","EWROON"
"https://static-cdn.jtvnw.net/jtv_user_pictures/bab8ba01-8440-4822-948f-b343fa10798a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","107","dota2ti","1238036940","7695","519069","160888","1037066","362257","65274787","true","false","English","dota2ti"
"https://static-cdn.jtvnw.net/jtv_user_pictures/198c0fe9-cf41-4ef1-ad55-405c1e599f25-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","108","elxokas","1216412385","130635","66603","9311","1288313","1207064","38585213","true","false","Spanish","elxokas"
"https://static-cdn.jtvnw.net/jtv_user_pictures/38de6498-aba3-45c5-8b99-646a0472d861-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","109","Dhalucard","1211518275","189525","30074","6392","447610","143399","19913470","true","true","German","Dhalucard"
"https://static-cdn.jtvnw.net/jtv_user_pictures/maximilian_dood-profile_image-c6e12e1798861491-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","110","Maximilian_DOOD","1201292010","113250","47125","10607","985422","128013","16074931","true","false","English","Maximilian_DOOD"
"https://static-cdn.jtvnw.net/jtv_user_pictures/ef74f8ca-000b-41a4-9c90-b3508d6099b4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","111","Amar","1199426040","91530","183300","13104","1187894","493394","28680741","true","false","German","Amar"
"https://static-cdn.jtvnw.net/jtv_user_pictures/8f56178e-94ea-4278-9ab9-cca5d541bc47-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","112","KendineMuzisyen","1195589955","60150","92142","19876","2150183","619266","39768091","true","false","Turkish","KendineMuzisyen"
"https://static-cdn.jtvnw.net/jtv_user_pictures/599b546a-c27f-4684-93ff-5eeecd01fb2b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","113","ZeratoR","1186280595","93000","707071","12755","1234483","287692","31984818","true","true","French","ZeratoR"
"https://static-cdn.jtvnw.net/jtv_user_pictures/fd4c58f3-3b37-4340-a39f-8ee96ee496a4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","114","Kyle","1171031445","156045","30617","7504","404456","210091","14155305","true","true","English","Kyle"
"https://static-cdn.jtvnw.net/jtv_user_pictures/stray228-profile_image-ceb0393a88eb8286-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","115","Stray228","1167004800","114105","26548","10227","1080562","260949","26744127","true","false","Russian","Stray228"
"https://static-cdn.jtvnw.net/jtv_user_pictures/fdd603ec-4370-4269-b12c-8f643f1f23dc-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","116","iiTzTimmy","1162882455","156450","132004","7432","1311184","1165272","27011220","true","false","English","iiTzTimmy"
"https://static-cdn.jtvnw.net/jtv_user_pictures/3cdae7df-600c-4833-8dfe-8d2abc5a3b25-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","117","Domingo","1156415025","70995","197747","16288","1270726","359588","28914924","true","false","French","Domingo"
"https://static-cdn.jtvnw.net/jtv_user_pictures/a53b06a0-9d7b-4211-b944-f43ff41b19d8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","118","HusKerrs","1155989085","138600","40039","8340","905047","415924","21063826","true","false","English","HusKerrs"
"https://static-cdn.jtvnw.net/jtv_user_pictures/42840f11-47ab-4c0c-bfb9-ccf2a78c9c68-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","119","LyonWGFLive","1155219270","25965","76770","44491","663522","564481","11587029","true","false","Italian","LyonWGFLive"
"https://static-cdn.jtvnw.net/jtv_user_pictures/ef1a7491-1673-4af2-b61b-a128fabeb469-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","120","Recrent","1131136275","153420","44761","7372","620471","353648","39938834","true","false","Russian","Recrent"
"https://static-cdn.jtvnw.net/jtv_user_pictures/823b1a32-eb4e-425a-b1e6-48913ed58f1b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","121","Quackity","1119039030","11460","381550","97647","4114375","3124250","22514333","true","false","English","Quackity"
"https://static-cdn.jtvnw.net/jtv_user_pictures/41db2352-66da-489d-a058-c9349db3c830-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","122","mount","1116413355","199605","33855","5593","604418","308329","20187860","true","false","Portuguese","mount"
"https://static-cdn.jtvnw.net/jtv_user_pictures/2895647a-2e57-45ac-a42c-0a837d42f9a1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","123","mistermv","1103846280","94845","72350","11638","739791","187194","28004185","true","false","French","mistermv"
"https://static-cdn.jtvnw.net/jtv_user_pictures/2b1b9e13-5b9f-41ee-b375-54d3c6491bb2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","124","Sardoche","1097216430","143415","122312","7650","1165545","332667","28719385","true","false","French","Sardoche"
"https://static-cdn.jtvnw.net/jtv_user_pictures/c67f5670-2877-4d51-b42a-38c8cf20fe31-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","125","limit_maximum","1092179085","128955","156649","8469","342938","178095","19276962","true","false","English","limit_maximum"
"https://static-cdn.jtvnw.net/jtv_user_pictures/c0f93540-556a-44a6-9c74-ea0fafea8115-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","126","lestream","1050948285","196725","60033","5342","979425","61805","32401914","true","false","French","lestream"
"https://static-cdn.jtvnw.net/jtv_user_pictures/folagorlives-profile_image-2456af9afdbefda3-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","127","FolagorLives","1049382615","142335","41580","7372","1325768","431552","22125650","true","false","Spanish","FolagorLives"
"https://static-cdn.jtvnw.net/jtv_user_pictures/321d95f2-dc10-40f8-af73-460eb4bef50f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","128","ops1x","1037368095","280965","42859","3692","1332348","817680","29734058","true","false","English","ops1x"
