"","","Channel","Watch time","Stream time","Peak viewers","Average viewers","Followers","Followers gained","Views gained","Partnered","Mature","Language",""
"https://static-cdn.jtvnw.net/jtv_user_pictures/e3b2ffab-828f-4b17-ac22-d944cfaaa755-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","601","JrokezFTW","313692765","78105","15706","4016","565406","198508","14069727","true","true","Turkish","JrokezFTW"
"https://static-cdn.jtvnw.net/jtv_user_pictures/qq7925168-profile_image-88bd4ec074f3530f-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","602","薛喜 (qq7925168)","313031310","107565","9542","2910","62611","18939","5940571","true","false","Chinese","薛喜 (qq7925168)"
"https://static-cdn.jtvnw.net/jtv_user_pictures/509c81ae-7dad-4764-b0f3-e810c3f0bafc-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","603","TpaBoMaH","312643065","94155","13651","3320","317566","149574","11650049","true","false","Russian","TpaBoMaH"
"https://static-cdn.jtvnw.net/jtv_user_pictures/690aa5fc-f0e4-472d-8f36-9ab397e2c939-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","604","KayzahR","312616980","83340","19339","3751","166290","89726","4316350","true","true","German","KayzahR"
"https://static-cdn.jtvnw.net/jtv_user_pictures/1a8ad88b654bf333-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","605","maxim","312503010","98820","12802","3162","403774","74134","7470262","true","true","German","maxim"
"https://static-cdn.jtvnw.net/jtv_user_pictures/0d261e78-1447-4968-b25e-7823cd5723fb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","606","踢虧 (takesipon)","312307545","101880","18587","3065","97884","30582","7533068","true","false","Chinese","踢虧 (takesipon)"
"https://static-cdn.jtvnw.net/jtv_user_pictures/3ec3af34-da5f-4adc-bc0a-d76e4723f976-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","607","gskianto","311896920","239295","6733","1303","640553","434865","8320149","true","true","Italian","gskianto"
"https://static-cdn.jtvnw.net/jtv_user_pictures/thedarkness-profile_image-4ad62bdc8b2dee89-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","608","TheDarkness","311506965","133080","11628","2340","664623","92990","7686789","true","false","Portuguese","TheDarkness"
"https://static-cdn.jtvnw.net/jtv_user_pictures/01cafc14-0477-4f4d-a4d1-655058922ff6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","609","Spursito","310376865","43515","40653","7132","859255","617081","9430278","true","false","Spanish","Spursito"
"https://static-cdn.jtvnw.net/jtv_user_pictures/f85952a2-1eef-4131-9e74-d2cd25a6259e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","610","Alliege","310032030","119715","36207","2589","847224","647837","14304876","true","false","Spanish","Alliege"
"https://static-cdn.jtvnw.net/jtv_user_pictures/3b168a5f-713d-4f55-b437-42f48bf74ad0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","611","Fortnite","309361395","19965","64790","15495","4643423","851763","14838144","true","false","English","Fortnite"
"https://static-cdn.jtvnw.net/jtv_user_pictures/791ac228-58c4-4700-beed-86e48132d554-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","612","Carola","308027055","88710","66460","3472","621154","568959","10806349","true","false","Spanish","Carola"
"https://static-cdn.jtvnw.net/jtv_user_pictures/fl0m-profile_image-efa66f8f4aa42f40-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","613","fl0m","307317585","184395","19873","1666","725348","48531","13192222","true","false","English","fl0m"
"https://static-cdn.jtvnw.net/jtv_user_pictures/smittyw-profile_image-e82af251319c7904-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","614","SmittyW","307086645","130875","7786","2346","119121","43556","6488996","true","true","Spanish","SmittyW"
"https://static-cdn.jtvnw.net/jtv_user_pictures/774dcf07-a145-4fdf-8f5d-2e2f24a7cb0f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","615","gratis150ml","306889620","213180","10572","1439","818432","39756","10014707","true","true","Portuguese","gratis150ml"
"https://static-cdn.jtvnw.net/jtv_user_pictures/177ab857-72bf-43be-b36c-3afb3d1094f1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","616","Flight23white","306591210","17340","106892","17681","1774014","679716","8243907","true","false","English","Flight23white"
"https://static-cdn.jtvnw.net/jtv_user_pictures/c13b9f0f-fdff-41a0-956d-9776e71e6da2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","617","Meikodboy_","306417975","144600","17928","2119","457217","196640","4349576","true","false","Portuguese","Meikodboy_"
"https://static-cdn.jtvnw.net/jtv_user_pictures/superjj102-profile_image-53fd38b9fdf601d8-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","618","superjj102","306337470","142995","4929","2142","137992","12788","2745550","true","false","English","superjj102"
"https://static-cdn.jtvnw.net/jtv_user_pictures/752262b2-f1bd-4bed-ba9d-1c979e838c3c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","619","소행성612 (01bd02)","306035775","122700","6736","2494","73065","63271","7070537","false","false","Korean","소행성612 (01bd02)"
"https://static-cdn.jtvnw.net/jtv_user_pictures/c8cd0e30-7435-40ff-9b22-2e7b8c6ba585-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","620","uhSnow","305572875","80400","10944","3800","205418","66445","7665956","true","true","English","uhSnow"
"https://static-cdn.jtvnw.net/jtv_user_pictures/8700b5f0-5cc8-4117-a5d7-82b153855858-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","621","CzechCloud","305016825","130095","8514","2344","377605","171104","16890055","true","false","Czech","CzechCloud"
"https://static-cdn.jtvnw.net/jtv_user_pictures/5ef54cae-dad8-4c66-89d0-86b3261724ef-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","622","Kiyoon","304347990","93555","12478","3253","118309","63079","3697298","true","false","English","Kiyoon"
"https://static-cdn.jtvnw.net/jtv_user_pictures/06ac174d-1669-437f-8e7b-9a92201e1a89-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","623","oestagiario","303822750","149100","16391","2037","193752","103712","3957992","true","true","Portuguese","oestagiario"
"https://static-cdn.jtvnw.net/jtv_user_pictures/4d5bb0d0-5e05-4d90-bf1d-4aa90d34f213-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","624","LexVeldhuis","302790630","69855","27924","4334","286111","37342","5777006","true","false","English","LexVeldhuis"
"https://static-cdn.jtvnw.net/jtv_user_pictures/b8d5e0b0-2b63-4d87-9394-9394cb4e1be1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","625","veibae","302490345","63900","18267","4733","602293","444718","6458789","true","true","English","veibae"
"https://static-cdn.jtvnw.net/jtv_user_pictures/d39e9eef-47d8-4e18-abda-be57db7414c0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","626","HGmony","302420910","120120","7558","2517","52917","15945","78376001","false","false","Russian","HGmony"
