"","","Channel","Watch time","Stream time","Peak viewers","Average viewers","Followers","Followers gained","Views gained","Partnered","Mature","Language",""
"https://static-cdn.jtvnw.net/jtv_user_pictures/4bf37688-7b19-4d3f-9d56-11740ad38c4d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","56","csgomc_ru","1957006440","100065","289542","19557","1016627","394866","62972499","true","false","Russian","csgomc_ru"
"https://static-cdn.jtvnw.net/jtv_user_pictures/82b63a01-628f-4c81-9b05-dd3a5011fdda-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","57","Tfue","1938205155","138015","103344","14043","10713485","1223787","52696405","true","false","English","Tfue"
"https://static-cdn.jtvnw.net/jtv_user_pictures/1a50f189-3f73-4a93-a6e4-d53e8a26fceb-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","58","tommyinnit","1935926535","11835","650237","163576","6714503","5361004","49112813","true","false","English","tommyinnit"
"https://static-cdn.jtvnw.net/jtv_user_pictures/039b8034-2b66-4d30-97ec-15bf08f219d9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","59","TSM_ImperialHal","1924367325","131535","80741","14630","1176199","767966","36708143","true","false","English","TSM_ImperialHal"
"https://static-cdn.jtvnw.net/jtv_user_pictures/04abc1b4-7bad-4b55-8da8-c0f1cf031bda-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","60","Papaplatte","1908689445","119790","66453","15933","1547387","511767","40640878","true","false","German","Papaplatte"
"https://static-cdn.jtvnw.net/jtv_user_pictures/2a913388-0c40-47ff-8ab3-a4c1131c3d58-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","61","Ramee","1884745605","194055","42298","9712","477333","332459","29675778","true","false","English","Ramee"
"https://static-cdn.jtvnw.net/jtv_user_pictures/swagg-profile_image-a0898c1b75f6094d-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","62","Swagg","1881550620","109785","96388","17138","1900920","877360","26171311","true","false","English","Swagg"
"https://static-cdn.jtvnw.net/jtv_user_pictures/0294fec8-8572-4517-9b60-12e0705a8893-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","63","Elraenn","1798854585","57660","103108","31197","2569507","1103405","47106249","true","true","Turkish","Elraenn"
"https://static-cdn.jtvnw.net/jtv_user_pictures/aa2bc80a-e317-494a-a94d-7492889e4f66-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","64","JLTomy","1759663320","117360","146090","14993","870112","396688","23154530","true","false","French","JLTomy"
"https://static-cdn.jtvnw.net/jtv_user_pictures/69e324f6-fc7d-4131-89ed-227a955637cf-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","65","Gotaga","1754508390","134250","353813","13068","3337483","761530","44878972","true","false","French","Gotaga"
"https://static-cdn.jtvnw.net/jtv_user_pictures/97eba442-5f6b-42a2-8d3e-9067699077b7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","66","Pestily","1727278050","159630","226470","10820","1006045","358434","26712427","true","false","English","Pestily"
"https://static-cdn.jtvnw.net/jtv_user_pictures/b3fc1f16-0818-4121-8711-c31b9469bc21-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","67","GamesDoneQuick","1717556715","122340","141291","14039","1841361","90989","52010167","true","false","English","GamesDoneQuick"
"https://static-cdn.jtvnw.net/jtv_user_pictures/9e12862d-a8d0-4df2-81aa-e2241022dc98-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","68","Kamet0","1704016770","229200","132142","7434","1003215","359610","43885895","true","false","French","Kamet0"
"https://static-cdn.jtvnw.net/jtv_user_pictures/9e619d88755f56a8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","69","NoWay4u_Sir","1680350640","164925","39459","10188","483055","83158","26057664","true","false","German","NoWay4u_Sir"
"https://static-cdn.jtvnw.net/jtv_user_pictures/1d41de3c-731d-41ae-b0e7-615ad74db8f3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","70","Symfuhny","1668046845","147570","37809","11303","3457015","789045","30497154","true","true","English","Symfuhny"
"https://static-cdn.jtvnw.net/jtv_user_pictures/3c7e4307-f540-4415-84b3-513ce143f0ae-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","71","Aydan","1656295290","163305","50693","10142","2637669","868082","27240511","true","true","English","Aydan"
"https://static-cdn.jtvnw.net/jtv_user_pictures/forsen-profile_image-48b43e1e4f54b5c8-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","72","forsen","1618820310","111225","56262","14554","1577485","178243","25043561","true","true","English","forsen"
"https://static-cdn.jtvnw.net/jtv_user_pictures/0c784204-f3aa-454f-aacc-8e304a6afc72-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","73","Philza","1589908920","47280","150599","33627","3673347","2952159","36297142","true","true","English","Philza"
"https://static-cdn.jtvnw.net/jtv_user_pictures/ef7c826a-2df5-417b-8823-13c610c302e6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","74","Dota2RuHub","1571898720","129120","103238","12173","897511","89235","57049614","true","false","Russian","Dota2RuHub"
"https://static-cdn.jtvnw.net/jtv_user_pictures/gorgc-profile_image-469e05d25a1e8594-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","75","Gorgc","1565017245","125460","46416","12474","523448","113555","24611272","true","true","English","Gorgc"
"https://static-cdn.jtvnw.net/jtv_user_pictures/cd921fcd-53fc-4b1d-be23-0787bc36b756-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","76","GMHikaru","1549927275","116460","80730","13308","1307057","740473","101099461","true","false","English","GMHikaru"
"https://static-cdn.jtvnw.net/jtv_user_pictures/37059ce5-e793-4778-84d5-1c6749d9717c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","77","Cellbit","1538353170","83055","130933","18522","2188078","425829","32391716","true","false","Portuguese","Cellbit"
"https://static-cdn.jtvnw.net/jtv_user_pictures/32805a78-d927-48bd-8089-bf5efed53ea4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","78","casimito","1516399815","119115","60570","12730","993911","857756","17180601","true","true","Portuguese","casimito"
"https://static-cdn.jtvnw.net/jtv_user_pictures/c829484a-c662-40de-a243-00ec253cabbb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","79","Clix","1510612695","67335","95282","22434","4221865","1662375","54757714","true","false","English","Clix"
"https://static-cdn.jtvnw.net/jtv_user_pictures/04b097ac-9a71-409e-b30e-570175b39caf-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","80","LCK","1504274595","36990","288198","40667","1261740","293766","34546438","true","false","English","LCK"
"https://static-cdn.jtvnw.net/jtv_user_pictures/lvpes-profile_image-b9a288b926641fe4-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","81","LVPes","1480001760","91920","208475","16100","840370","173953","49691660","true","false","Spanish","LVPes"
"https://static-cdn.jtvnw.net/jtv_user_pictures/94784297-9634-41c4-848c-a359e9dca7d8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","82","SmiteGame","1475752200","370500","79597","3983","641374","89082","21648320","true","false","English","SmiteGame"
"https://static-cdn.jtvnw.net/jtv_user_pictures/c285a6bd-79be-43a8-87eb-427602125bad-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","83","TheRealKnossi","1474827135","53685","190266","27471","1804406","340019","23891937","true","true","German","TheRealKnossi"
"https://static-cdn.jtvnw.net/jtv_user_pictures/06053ff1-17a1-4ba8-8e8e-bda2071aa5af-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","84","AdmiralBahroo","1472010285","144420","37443","10192","855882","58780","15088946","true","false","English","AdmiralBahroo"
"https://static-cdn.jtvnw.net/jtv_user_pictures/55d2c6d9-9d70-40e2-b30b-773ea9b19cd6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","85","SilverName","1452939075","108510","46356","13389","732565","85975","32552975","true","false","Russian","SilverName"
"https://static-cdn.jtvnw.net/jtv_user_pictures/d4c6f373-44b7-4e3a-a3d5-90cabbf1859d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","86","BLASTPremier","1449672360","41865","208744","34627","1044121","456302","43930543","true","false","English","BLASTPremier"
"https://static-cdn.jtvnw.net/jtv_user_pictures/df6f775d-8794-4cbe-aa85-dbdc72975696-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","87","moistcr1tikal","1426782975","127170","59872","11219","3263409","1607752","31355022","true","false","English","moistcr1tikal"
"https://static-cdn.jtvnw.net/jtv_user_pictures/79a878d4-9fa0-471a-bc2d-b57373b25ad5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","88","IlloJuan","1409550720","82740","98463","17035","1074390","726584","32904690","true","false","Spanish","IlloJuan"
"https://static-cdn.jtvnw.net/jtv_user_pictures/4fb94c7a-b4c0-4ed1-9782-b630a59915d5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","89","eliasn97","1406221965","58635","127210","23982","673277","542356","11790103","true","false","German","eliasn97"
"https://static-cdn.jtvnw.net/jtv_user_pictures/318c289e-2cdb-4de6-ab8e-3f858ce21a57-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","90","dota2ti_ru","1401149100","7815","771070","179289","868494","362264","75923032","true","false","Russian","dota2ti_ru"
"https://static-cdn.jtvnw.net/jtv_user_pictures/6342dd1b-3c2c-41dd-9d01-35c5c6660ef9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","91","ShivFPS","1387260210","181605","38513","7638","1157357","814504","30074987","true","false","English","ShivFPS"
"https://static-cdn.jtvnw.net/jtv_user_pictures/501d25e0-fa79-4fb0-b9d5-c60797608823-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","92","Brawlhalla","1361575785","34335","162409","39655","1431095","665862","17920050","true","false","English","Brawlhalla"
"https://static-cdn.jtvnw.net/jtv_user_pictures/e4d9bf96-311d-487a-b5eb-9f9a94e0f795-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","93","Nmplol","1340740380","71175","157843","18837","924491","425377","23878246","true","false","English","Nmplol"
"https://static-cdn.jtvnw.net/jtv_user_pictures/a6af42bf-64db-42f6-9db6-88d3e85e4c34-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","94","DrLupo","1333543020","128685","81695","10362","4478379","141681","31981608","true","false","English","DrLupo"
"https://static-cdn.jtvnw.net/jtv_user_pictures/f170344d-7a60-47fa-8be6-a74e803fcf12-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","95","BeyondTheSummit","1311889560","512610","93706","2559","1057700","116671","37147784","true","false","English","BeyondTheSummit"
"https://static-cdn.jtvnw.net/jtv_user_pictures/6cd4de40-1a83-46c7-aea5-3bd73f90e7e4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","96","pokimane","1299312990","58395","138482","22250","8353700","2087887","61165199","true","false","English","pokimane"
"https://static-cdn.jtvnw.net/jtv_user_pictures/747d216a-ddc2-4b1e-b3ad-d4fc24f955a5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","97","elded","1288626780","146970","54483","8767","4526424","1434006","28805367","true","false","Spanish","elded"
"https://static-cdn.jtvnw.net/jtv_user_pictures/3628836f-0917-4a47-978d-fab3d387d1c2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","98","ZanoXVII","1283868330","101310","145938","12672","1312871","652175","13905831","true","false","Italian","ZanoXVII"
"https://static-cdn.jtvnw.net/jtv_user_pictures/125bbc49-45d1-432c-92b3-f5aef1e7ab21-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","99","Ponce","1282975860","141480","100180","9068","642802","319966","28585514","true","true","French","Ponce"
"https://static-cdn.jtvnw.net/jtv_user_pictures/13041726-052f-4009-bf48-2195eb3bd376-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","100","Baiano","1280507655","71475","130745","17915","715381","221254","27246548","true","true","Portuguese","Baiano"
